CustomerId,CreditScore,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited
15738721,773,9,1,0,1,0
15693683,814,8,2,1,1,0
15604348,710,8,2,0,0,0
15633059,413,9,2,0,0,0
15808582,665,6,1,1,1,0
15743192,623,6,2,0,0,0
15580146,738,9,1,1,0,0
15776605,528,7,2,1,0,0
15804919,670,1,1,,1,1
15613854,622,4,2,1,1,1
15599195,582,1,1,1,1,0
15812878,785,2,1,0,1,0
15602312,605,5,1,0,0,0
15744689,479,9,1,1,0,1
15803526,685,3,1,0,1,0
15665790,538,7,2,1,0,0
15715951,562,2,1,0,0,0
15591100,675,9,1,0,1,0
15609618,721,9,2,0,1,1
15675522,628,9,2,1,1,0
15705512,668,6,1,1,0,0
15698028,506,1,2,1,0,0
15661670,524,8,1,1,0,1
15600781,699,4,2,1,0,0
15682472,828,8,2,0,0,0
15580203,674,6,1,0,0,0
15690673,656,6,2,1,0,0
15760085,684,10,1,1,1,0
15779659,625,3,1,0,0,0
15627360,432,9,1,1,0,1
15671137,549,1,1,0,1,1
15782688,625,0,1,1,0,1
15575492,828,7,2,1,0,0
15591607,770,9,1,1,0,0
15740404,758,3,2,1,1,0
15718369,795,9,1,,1,0
15677871,687,9,1,1,1,0
15642004,686,1,2,0,1,0
15712543,789,7,2,1,1,0
15584518,589,5,2,1,1,0
15802381,461,5,1,0,1,0
15610156,637,2,1,0,1,0
15594408,584,2,1,1,0,1
15640905,579,1,2,0,1,1
15698932,756,10,1,1,0,0
15724944,663,7,2,1,1,0
15628145,682,5,1,1,1,0
15713483,793,2,1,1,0,1
15612350,691,5,1,1,0,1
15800703,485,5,1,1,1,0
15705707,635,8,2,1,0,0
15754105,650,5,1,0,0,0
15703264,735,9,1,1,0,0
15794413,416,0,2,0,1,0
15650237,754,7,2,1,0,0
15759618,535,9,1,1,0,1
15811589,716,8,2,1,0,0
15689044,539,2,1,1,0,0
15709368,614,6,2,1,1,0
15679145,706,7,1,1,0,1
15655007,758,7,2,0,0,0
15623595,586,2,2,1,1,0
15589975,646,6,1,0,1,0
15804017,631,4,1,0,0,0
15692132,717,6,1,0,1,0
15641122,684,2,2,1,0,0
15630910,800,7,1,0,0,0
15680772,721,2,2,1,1,0
15658929,683,0,1,1,0,1
15585388,660,9,2,1,1,0
15724623,704,7,1,1,0,1
15588537,615,9,1,1,0,0
15574692,667,2,2,1,0,1
15611325,682,9,2,0,0,0
15587562,484,4,1,1,0,0
15613172,628,5,2,1,0,0
15651022,480,10,1,1,0,1
15586310,578,4,1,1,0,0
15625524,512,5,2,1,1,0
15755209,484,7,1,1,1,0
15645248,510,0,2,1,1,0
15790355,606,5,2,0,0,0
15762615,597,8,1,0,1,0
15625426,754,3,1,1,0,1
15716334,850,2,1,1,1,0
15789669,510,2,2,1,1,0
15621075,778,1,2,1,0,0
15810845,636,2,2,1,1,0
15719377,804,4,1,1,1,1
15654506,514,8,2,1,0,0
15771977,730,1,1,1,0,0
15708710,525,0,1,0,1,0
15726676,616,5,2,0,1,0
15587421,687,7,2,1,0,0
15726931,715,8,2,0,0,1
15771086,512,3,2,1,0,0
15756850,479,1,2,0,0,0
15702741,601,8,1,1,0,0
15679200,580,9,2,1,0,0
15594815,807,3,1,1,1,0
15635905,616,6,2,1,1,0
15777892,721,3,1,1,1,0
15656176,501,10,2,1,1,0
15811127,521,6,1,1,0,0
15604482,850,2,1,1,1,0
15622911,759,4,1,0,1,0
15600974,516,5,1,0,1,1
15727868,711,2,2,1,1,1
15627801,512,3,1,1,0,0
15773039,550,3,1,1,1,0
15755262,608,3,1,0,0,1
15679531,618,5,1,1,1,0
15684181,643,5,1,1,0,1
15612087,671,2,1,0,1,0
15752047,689,2,2,1,0,0
15624592,603,8,2,1,1,0
15573152,620,9,2,0,0,0
15594917,676,1,1,1,1,0
15785542,572,4,2,0,0,0
15723488,668,7,1,0,1,1
15680920,695,7,1,1,0,0
15786308,730,9,2,0,0,0
15659366,807,1,2,1,0,1
15774854,592,8,1,1,1,1
15725311,726,9,2,1,1,0
15787155,514,7,1,0,1,0
15727829,567,2,2,1,1,0
15733247,850,10,1,1,0,1
15568748,671,6,1,1,1,1
15699029,670,4,2,1,0,0
15774393,694,9,2,1,1,0
15676895,547,6,3,1,1,1
15637753,751,2,1,1,0,1
15605461,594,3,1,1,0,0
15808473,673,1,2,0,1,0
15627000,610,0,2,1,0,0
15787174,512,1,2,0,1,0
15723886,767,3,2,0,1,0
15704769,585,5,2,0,1,0
15772896,763,6,1,1,0,1
15711540,712,2,1,1,1,0
15764866,539,3,3,1,0,1
15794056,668,2,3,1,0,1
15795149,703,2,2,0,1,0
15812009,662,4,2,1,0,0
15651001,725,5,1,1,0,0
15813844,703,8,2,0,1,0
15596175,659,6,1,1,1,1
15576269,523,7,2,1,0,0
15797219,635,10,1,1,0,1
15685500,772,7,2,1,0,0
15599792,545,1,2,1,1,0
15657566,634,8,1,1,1,0
15772423,739,8,1,1,0,1
15628112,771,5,1,0,0,0
15753754,587,1,2,1,1,0
15793726,681,0,2,0,1,0
15694717,544,2,1,1,1,0
15665834,696,8,1,0,0,0
15765297,766,0,2,0,1,0
15636684,727,10,2,1,1,0
15592979,671,6,2,0,0,0
15750803,693,6,1,1,1,0
15607178,850,3,1,,1,0
15713853,732,9,2,1,1,0
15673481,726,6,1,1,0,0
15686776,557,6,2,1,0,0
15673693,682,0,1,0,1,0
15700696,738,9,1,1,1,0
15813163,531,9,1,1,0,0
15653857,498,2,2,1,1,0
15777076,651,7,2,1,0,0
15717398,549,7,1,0,0,1
15799217,791,7,1,1,0,0
15787071,650,9,2,0,1,0
15619955,733,3,3,1,0,1
15796505,811,1,2,1,1,0
15725166,707,8,2,1,0,0
15800116,712,4,1,0,1,0
15758685,706,7,2,1,1,0
15694456,756,3,1,1,1,1
15767339,777,10,2,1,0,0
15683562,646,6,1,0,1,0
15782210,714,1,1,1,0,1
15668893,782,8,2,1,1,0
15669169,775,10,2,1,1,0
15643024,479,4,1,1,1,1
15699389,807,7,1,1,1,0
15708608,799,8,2,0,1,0
15626144,675,7,2,1,0,0
15573112,602,5,1,1,0,0
15790678,475,8,1,1,0,0
15727556,744,5,1,1,1,0
15697307,588,10,2,1,0,0
15652266,703,9,1,0,1,0
15607098,747,5,2,1,0,0
15655774,583,7,2,1,0,0
15590241,750,9,1,0,0,1
15785819,681,3,2,1,1,0
15723654,773,2,1,1,0,0
15774510,714,4,1,1,1,0
15684173,687,7,3,1,0,1
15650068,511,0,1,1,1,0
15811490,627,5,2,1,1,0
15803976,694,10,2,1,0,0
15682541,616,6,1,0,0,0
15695699,687,8,2,1,0,0
15624188,712,6,2,1,1,0
15812191,553,4,1,0,0,0
15636673,667,1,1,1,1,0
15594898,731,2,1,1,1,1
15660211,629,7,2,1,0,0
15773972,614,4,1,1,0,1
15746726,438,8,1,1,0,0
15712287,652,4,2,1,1,0
15702919,729,6,1,1,0,0
15674398,642,3,2,0,0,0
15797960,806,0,1,1,0,0
15631868,744,2,1,1,1,0
15581539,474,3,2,0,0,0
15662736,559,2,1,1,0,1
15666252,706,9,2,1,1,0
15677512,628,3,1,1,0,0
15626114,429,4,1,1,0,0
15810834,525,2,1,1,1,0
15678910,680,8,1,1,1,0
15694408,749,1,1,1,0,1
15585215,763,4,2,0,0,0
15682757,734,3,2,1,0,0
15736601,716,4,1,1,0,0
15601848,594,2,2,1,0,0
15736008,644,9,1,1,0,1
15669064,671,1,1,1,1,0
15624528,664,7,2,1,1,0
15598493,656,7,2,0,1,0
15601274,667,1,1,1,0,0
15702669,663,2,2,0,1,0
15728669,584,8,1,1,0,1
15742668,626,6,1,1,0,0
15697441,485,7,1,1,0,1
15740476,659,3,2,0,1,0
15648064,649,2,2,1,0,0
15636624,805,5,1,1,0,1
15807923,716,10,1,1,0,1
15745844,642,6,2,0,1,1
15786170,659,4,1,0,0,0
15681081,545,5,2,1,1,0
15684484,543,8,2,0,0,0
15785869,718,7,2,1,0,0
15763859,840,7,2,1,0,0
15658935,630,9,2,1,0,0
15747358,643,3,1,1,1,0
15735203,654,1,1,1,1,0
15576256,582,5,2,1,1,0
15659420,659,3,2,1,1,0
15593365,762,2,1,1,1,0
15777352,568,7,1,1,0,0
15812007,670,6,2,1,1,0
15625461,613,1,2,1,1,0
15739438,539,0,2,1,0,0
15611759,850,8,2,1,1,0
15661629,522,9,1,1,0,1
15633950,737,1,1,1,1,0
15592386,520,3,2,0,1,0
15803716,706,3,2,0,1,0
15696674,643,2,1,0,1,1
15706365,648,9,1,1,1,0
15745088,443,9,2,1,0,0
15676715,640,9,2,1,1,0
15613085,628,3,1,1,1,0
15633537,540,9,2,1,0,0
15594720,460,8,2,1,1,0
15684042,636,2,2,0,1,0
15583303,593,2,1,1,0,0
15611579,801,4,1,1,1,0
15774696,640,1,2,0,1,0
15694506,611,0,2,1,1,0
15688074,802,1,1,,1,0
15759537,717,7,2,1,1,0
15758449,769,8,1,0,1,0
15583456,745,10,3,1,1,1
15667871,572,4,1,1,0,0
15677371,629,2,1,1,0,0
15629677,687,2,3,0,0,1
15713578,483,9,2,1,1,0
15591509,690,7,2,1,0,0
15568240,492,10,2,0,1,0
15622993,709,8,2,1,0,0
15689294,705,3,1,1,0,0
15720910,560,9,1,1,1,0
15721181,611,6,2,1,0,0
15776433,730,2,2,1,1,0
15748936,709,2,2,0,1,0
15717225,544,10,2,1,0,0
15685226,712,7,1,1,1,0
15785611,752,3,1,1,1,0
15573456,648,9,2,1,0,1
15684548,556,8,2,0,0,1
15620505,594,0,1,1,1,0
15807432,645,2,2,0,1,0
15584766,557,3,1,1,1,0
15612187,547,8,1,1,0,0
15762218,701,9,2,0,1,0
15646372,616,1,1,1,0,1
15690452,605,1,1,1,0,0
15747795,593,4,1,1,1,0
15781589,751,8,2,0,1,0
15732674,443,6,2,0,1,0
15642291,685,8,2,1,1,0
15692761,718,9,1,1,0,0
15578045,538,9,1,0,0,1
15745354,611,4,2,1,0,0
15701376,668,10,2,1,1,0
15691625,537,3,1,1,0,0
15566594,709,10,2,0,0,0
15760431,850,1,2,1,1,0
15686302,745,3,1,1,1,0
15801559,693,9,3,1,1,1
15810432,795,8,2,1,0,0
15809616,626,8,2,0,0,0
15720559,487,5,1,0,0,1
15695632,556,9,1,1,1,0
15659843,643,6,2,0,0,0
15615624,605,6,2,0,0,0
15810418,756,3,1,1,0,1
15716186,586,2,2,1,0,0
15674551,535,7,1,1,0,1
15622834,678,4,1,1,0,0
15566111,596,9,1,1,0,0
15784597,648,9,1,1,0,0
15652883,492,10,2,1,0,0
15806964,702,0,1,1,1,0
15576313,486,9,1,1,0,0
15806467,568,1,1,0,0,1
15597602,619,3,1,1,1,1
15743040,724,2,2,0,1,0
15705521,548,0,1,1,0,0
15595039,545,8,1,1,0,1
15799384,683,8,1,0,0,0
15581197,762,3,1,0,1,0
15693737,627,4,2,1,0,0
15624623,516,10,2,0,0,0
15783501,800,2,2,1,0,0
15690134,464,3,1,1,1,0
15782735,626,3,1,0,0,0
15611088,790,9,2,1,0,0
15672145,534,7,2,1,1,0
15732628,745,2,1,1,1,0
15787470,553,3,1,0,0,1
15803406,748,1,1,0,1,0
15730460,722,2,1,0,0,0
15644572,501,4,1,1,1,0
15694860,675,6,1,0,0,1
15658169,778,6,2,1,0,0
15794396,494,7,1,1,0,0
15785798,850,9,2,0,1,0
15710825,592,7,1,0,0,0
15668444,590,3,1,1,0,0
15726631,758,6,1,0,1,0
15733797,506,5,2,1,0,0
15747960,733,3,1,1,1,0
15634632,711,3,2,1,0,0
15707362,514,1,1,0,1,1
15662976,637,8,1,1,1,0
15732778,468,1,2,1,1,0
15718443,539,3,2,1,0,0
15670039,509,3,2,1,0,0
15773792,662,4,1,1,1,1
15613786,818,4,2,1,1,0
15726032,608,9,1,1,0,0
15663252,850,9,2,1,1,0
15593782,816,5,3,1,0,1
15633283,536,8,2,1,0,0
15749167,753,3,2,1,1,0
15759298,631,10,1,1,1,0
15683625,703,1,1,1,0,1
15635367,774,2,1,1,0,0
15681705,785,8,2,1,0,0
15603156,571,1,2,1,0,0
15591986,621,6,1,0,0,1
15798888,605,1,1,1,1,0
15809722,611,8,2,1,0,0
15677538,569,7,1,1,1,0
15797736,658,4,1,1,1,0
15695585,788,6,1,0,1,0
15744398,525,5,2,1,0,0
15750658,798,8,3,0,0,0
15578186,486,9,2,1,0,0
15676519,615,9,2,1,0,1
15637954,730,0,1,1,1,0
15758639,641,7,2,1,0,0
15613772,542,3,1,1,1,1
15731744,692,2,2,0,1,0
15807709,714,9,1,1,1,0
15714689,591,1,1,1,1,0
15699005,710,2,1,1,1,0
15624170,639,4,2,0,1,0
15725679,531,6,1,0,0,1
15585865,673,2,2,0,0,1
15804256,765,8,2,1,1,0
15662403,622,6,2,1,0,0
15733616,806,5,1,1,1,0
15591995,757,8,2,1,1,0
15677020,570,8,1,0,1,1
15727688,555,4,2,1,1,0
15715941,692,5,2,1,1,0
15714485,774,5,1,1,0,1
15730059,638,9,2,1,1,0
15715527,543,4,1,0,0,0
15576623,584,5,2,1,0,0
15805565,691,7,1,1,0,0
15677307,684,6,1,1,0,0
15773890,733,5,2,1,1,0
15598883,599,2,2,1,1,0
15568506,524,10,2,1,1,0
15761043,632,6,2,1,0,0
15782236,735,5,2,0,0,0
15593601,734,6,1,1,1,0
15682048,605,3,1,1,1,1
15746902,793,9,2,1,0,0
15752081,468,10,3,0,1,1
15781307,779,7,2,,0,0
15775912,698,4,2,0,1,1
15745417,707,6,1,0,1,0
15671256,850,1,1,1,0,1
15653547,850,7,1,1,1,0
15595766,527,5,2,1,1,0
15742358,696,8,1,1,1,0
15763274,661,3,1,0,0,0
15786063,776,2,2,1,1,0
15600258,701,2,2,1,1,0
15573318,610,8,2,1,0,0
15653849,572,3,1,1,0,1
15694272,673,1,1,1,1,0
15736112,519,2,2,1,1,0
15749851,702,4,1,0,1,0
15663478,729,6,1,1,1,0
15592300,543,10,1,1,0,0
15567832,550,7,1,1,0,0
15776780,608,1,1,1,0,1
15592846,639,10,2,1,0,0
15739803,686,9,2,1,0,0
15794142,564,5,3,0,1,1
15762729,745,1,1,1,0,1
15667896,833,8,2,1,1,0
15626578,622,9,2,1,1,0
15776223,597,4,1,1,1,0
15705953,721,0,1,1,0,1
15802593,504,7,3,0,1,1
15615457,842,2,2,1,0,0
15708916,587,0,2,1,0,0
15720187,479,7,2,1,0,0
15595440,508,7,2,1,1,0
15600651,749,1,3,1,1,0
15750141,721,3,2,1,0,0
15657284,674,6,1,1,1,1
15763063,685,10,1,1,0,0
15709324,417,7,2,1,0,0
15711309,574,3,1,1,0,0
15775318,590,3,3,0,1,1
15705515,587,5,2,1,0,0
15634844,598,3,1,1,0,1
15717046,741,3,2,1,1,0
15571816,850,5,1,1,1,0
15670080,584,7,1,0,1,0
15800440,650,1,1,0,1,0
15665678,607,8,1,1,1,0
15665956,509,1,1,1,0,1
15788126,689,6,1,1,1,0
15811773,543,4,2,1,1,0
15651674,438,2,1,0,0,1
15689614,687,1,1,1,1,0
15795564,737,5,2,1,1,0
15706647,761,7,3,1,1,0
15728505,601,1,2,1,1,0
15730076,651,1,1,1,0,1
15622003,745,9,2,1,0,0
15607312,648,10,2,1,1,1
15644753,848,3,1,1,1,0
15653620,546,8,2,1,1,0
15761986,439,3,1,1,0,0
15633922,755,4,2,0,1,0
15734674,593,6,1,1,0,0
15658032,701,2,2,1,1,0
15692671,701,8,2,1,0,0
15737741,607,2,2,0,1,1
15576352,586,3,2,0,1,0
15753719,547,9,1,1,0,0
15803689,647,1,2,0,0,1
15718057,760,2,1,0,0,1
15722010,621,9,1,1,0,1
15680998,725,5,1,1,1,0
15614782,526,1,1,1,0,0
15591047,519,6,2,0,0,1
15788291,713,7,1,1,1,1
15604044,700,8,1,1,0,0
15679587,666,9,1,1,1,0
15775153,630,4,1,0,0,0
15603925,779,4,2,0,1,0
15680970,611,2,1,1,0,0
15697183,685,9,2,1,0,0
15567446,646,9,1,1,1,0
15637476,683,5,1,0,0,1
15714939,484,4,1,0,1,0
15683503,601,8,3,0,1,1
15645569,762,7,2,1,1,0
15782569,687,9,1,0,1,0
15592387,566,5,1,1,0,1
15609286,702,10,1,1,1,0
15814035,601,9,1,1,1,0
15661249,699,4,2,0,1,0
15629117,584,10,2,1,0,0
15607170,699,5,2,1,1,0
15586585,698,2,1,1,0,0
15686611,495,10,1,0,0,0
15603203,650,6,2,1,0,0
15619857,605,2,1,1,1,0
15805062,667,1,1,1,1,0
15660271,688,8,1,1,1,0
15745295,727,0,1,1,0,1
15719352,754,6,2,1,0,0
15766575,612,8,1,1,0,1
15594594,546,7,1,1,1,0
15646161,673,8,2,1,1,0
15682585,593,9,1,1,0,0
15603134,656,10,1,0,1,0
15636444,535,5,2,1,1,0
15773456,678,3,2,0,1,0
15745307,477,2,1,0,1,0
15604119,850,7,1,0,0,0
15626900,427,1,1,1,1,0
15605447,752,2,1,1,0,0
15589030,649,1,2,1,1,0
15692463,799,3,1,1,0,0
15712403,589,1,1,1,0,1
15811762,583,6,1,1,0,1
15718673,839,10,1,1,0,0
15724282,540,3,2,1,1,0
15738181,850,6,2,0,0,1
15633648,696,5,2,1,0,0
15603323,660,1,2,0,0,0
15583725,682,1,1,0,1,0
15588350,744,10,1,0,1,0
15798398,785,4,1,0,0,0
15784844,752,5,1,1,0,1
15580684,706,5,1,1,0,0
15809663,583,1,1,1,1,0
15640078,660,5,1,1,0,1
15698786,819,9,1,1,0,1
15569807,673,8,1,1,0,1
15730830,752,3,2,1,1,0
15805112,578,7,1,1,0,0
15633064,438,4,2,1,0,0
15703119,652,6,2,1,1,0
15730447,629,4,2,1,1,0
15813850,720,7,1,1,1,0
15711889,668,3,1,1,0,0
15664610,459,4,1,1,1,1
15751710,729,8,2,1,1,0
15692926,498,8,1,1,1,0
15813741,549,6,1,0,1,0
15698474,601,1,2,1,1,0
15568595,544,9,1,1,1,0
15603065,751,6,2,1,0,0
15592937,632,3,1,1,1,0
15699637,694,8,1,1,1,0
15667215,678,2,2,1,1,0
15788659,695,4,2,1,1,0
15763218,661,1,2,0,1,0
15645772,661,9,2,1,1,0
15725511,559,3,1,0,1,0
15575024,503,3,2,1,1,0
15640825,695,3,1,1,1,0
15662397,640,5,1,,1,0
15576368,624,3,2,0,0,0
15674991,667,9,2,0,1,0
15721024,642,0,1,0,0,0
15745621,640,6,2,1,1,0
15642394,529,5,2,1,1,0
15754605,563,5,2,1,1,0
15607040,593,4,2,1,0,0
15715142,739,7,1,0,1,1
15810978,788,1,2,1,1,0
15668886,684,3,2,1,0,0
15780804,482,5,1,0,1,0
15613880,591,5,1,0,1,0
15775238,651,4,1,0,1,0
15786905,749,8,2,0,0,0
15747867,583,9,1,0,0,0
15600337,661,2,1,0,0,1
15801277,715,2,2,1,1,0
15579334,769,5,1,1,0,1
15802741,625,7,1,1,0,1
15720649,641,5,1,1,0,0
15589493,716,1,2,1,0,0
15688251,767,1,2,1,0,0
15665238,745,8,1,0,0,0
15740900,589,6,2,1,1,0
15681068,796,2,1,1,1,0
15748625,664,6,2,1,1,0
15727299,445,1,1,1,1,1
15620204,543,1,2,1,1,1
15669516,746,2,2,1,1,0
15736534,742,0,1,1,1,0
15803457,750,5,2,1,0,0
15659098,669,7,1,0,0,0
15603436,594,2,2,0,1,0
15566292,574,1,2,0,1,0
15808621,659,2,2,1,1,0
15580148,750,5,3,1,0,1
15776231,626,4,1,1,1,0
15773809,620,4,2,1,0,0
15649423,580,8,2,0,1,0
15734886,686,3,2,1,0,0
15722548,540,0,1,0,0,0
15650288,634,6,1,1,0,0
15629448,632,1,1,1,0,0
15716164,501,3,1,1,0,0
15807609,650,3,3,1,0,1
15578977,786,9,2,1,0,0
15677369,554,4,1,0,0,0
15804072,701,5,2,0,0,0
15696859,474,10,2,0,0,0
15653780,621,5,1,1,1,0
15721658,672,2,2,1,1,1
15578761,459,6,2,1,1,1
15736879,669,1,2,0,0,0
15571973,776,2,1,1,0,0
15626742,694,3,1,1,1,0
15672692,787,10,2,1,1,0
15673570,580,9,2,0,1,0
15767432,711,7,3,1,1,0
15654238,673,5,1,1,0,0
15612525,499,1,1,0,0,1
15812750,591,6,1,1,1,0
15790757,769,10,2,0,0,0
15723873,657,3,1,0,0,0
15744607,738,9,2,1,0,1
15612966,545,7,1,0,1,1
15784209,497,6,1,1,1,0
15794278,816,6,1,1,1,0
15766741,525,2,1,0,1,0
15661036,725,6,2,1,0,0
15705639,692,8,2,1,0,0
15637414,618,7,1,0,1,0
15716835,546,8,1,1,1,0
15696231,635,7,1,1,1,0
15641675,611,2,3,0,0,1
15670755,650,8,2,1,1,0
15640059,606,5,2,1,1,0
15787619,844,2,1,0,0,0
15587535,450,5,1,1,0,0
15813034,727,2,1,1,1,0
15698839,460,4,2,1,1,0
15790314,649,0,2,0,1,0
15634245,758,9,1,1,0,0
15677305,490,7,1,1,1,0
15661526,815,2,2,1,0,0
15685997,838,5,2,1,0,0
15660101,803,9,2,1,0,0
15637979,664,2,2,1,0,0
15815364,736,2,2,1,1,0
15647099,633,9,1,1,0,0
15625944,664,5,1,1,1,0
15583212,600,5,1,1,0,0
15582741,693,5,1,1,0,1
15637876,663,6,1,0,0,1
15622750,742,1,1,1,0,0
15672056,710,2,3,1,1,1
15812351,710,2,1,1,0,0
15810864,700,2,2,0,1,0
15677921,720,9,2,0,0,1
15724296,684,2,2,0,0,0
15685329,531,1,1,0,1,1
15584091,742,2,2,0,0,1
15640442,717,4,1,0,0,0
15639314,589,2,2,0,1,0
15685320,767,3,1,0,0,0
15789158,636,6,2,1,0,1
15752137,648,7,1,1,1,0
15712551,622,7,1,1,0,1
15628936,692,9,1,0,0,1
15797227,754,8,2,1,1,0
15769974,679,8,1,0,0,0
15737051,639,8,2,1,0,0
15585595,774,1,2,0,1,0
15654060,517,2,2,0,1,0
15745196,571,8,2,0,0,0
15571221,747,7,1,1,1,1
15660155,792,5,1,0,1,0
15605284,688,1,2,1,1,0
15694366,714,2,1,0,1,0
15600739,562,0,2,1,0,0
15653253,704,8,1,1,1,0
15763431,698,2,2,1,1,0
15643696,611,3,2,1,1,0
15707473,850,6,1,1,0,0
15769504,743,1,1,1,1,0
15776807,654,1,1,1,0,0
15686870,761,8,2,0,0,0
15668747,702,9,1,0,1,0
15766908,488,3,1,1,0,0
15570134,683,6,2,1,1,0
15567367,601,9,1,0,1,0
15747542,605,7,2,1,1,0
15762238,671,0,2,0,1,0
15681554,614,7,2,1,1,0
15712825,511,9,2,0,1,0
15640280,850,4,2,0,1,0
15756026,790,9,1,0,0,1
15613319,793,0,1,0,0,0
15798906,628,5,2,1,1,0
15708917,598,10,1,1,1,0
15778463,657,6,1,1,0,0
15699430,618,10,2,1,0,0
15649992,681,7,2,0,1,0
15578980,516,3,2,1,1,0
15775306,421,8,3,1,1,1
15641655,700,2,2,0,0,0
15619708,745,5,2,1,0,0
15734565,696,8,2,1,0,0
15806438,580,2,1,0,0,1
15591969,497,9,1,1,1,0
15747807,720,6,2,1,0,0
15596939,659,4,2,1,0,0
15716155,841,5,1,0,0,0
15765311,642,8,1,1,0,0
15757811,732,9,1,0,1,1
15603830,600,4,2,1,0,0
15660602,464,8,2,1,1,0
15660535,680,5,2,1,1,0
15666633,758,1,2,1,1,0
15596914,630,2,2,1,1,0
15639788,577,10,2,1,0,0
15695846,684,6,2,1,1,0
15726234,708,5,1,0,1,0
15797964,732,1,1,1,1,0
15625881,634,3,2,1,1,0
15780628,633,6,2,0,0,0
15575883,559,2,2,1,0,0
15585036,694,3,2,1,1,0
15589488,686,5,1,1,1,0
15585888,553,3,1,0,1,1
15727915,507,4,1,0,0,0
15707567,732,6,1,0,0,1
15737792,818,1,1,0,0,0
15599433,660,8,1,0,1,0
15672012,773,5,1,1,0,1
15806983,640,3,1,1,0,0
15592222,505,7,1,0,0,0
15608968,714,6,2,0,0,0
15586959,468,5,2,1,0,0
15646558,611,1,1,1,1,0
15725811,705,0,1,0,1,0
15572265,646,1,2,1,0,0
15794048,667,1,2,0,0,1
15677610,511,8,1,1,1,0
15745012,653,6,2,1,1,0
15601589,675,8,2,0,1,0
15686436,523,4,2,1,0,0
15693864,567,5,1,1,0,1
15760550,741,7,2,0,1,0
15686137,456,9,1,1,1,0
15809087,598,1,2,1,0,1
15807663,667,8,1,1,0,1
15809100,548,2,1,1,0,1
15794916,725,7,1,1,1,0
15614215,717,6,2,0,1,0
15805449,594,4,2,0,0,0
15686983,678,10,2,0,1,0
15808017,545,1,2,1,1,0
15756804,636,1,1,1,0,1
15646810,603,6,2,1,0,1
